Date,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,ADANIPOWER.NS,AMBUJACEM.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BANDHANBNK.NS,BERGEPAINT.NS,BHARTIARTL.NS,BIOCON.NS,BOSCHLTD.NS,BPCL.NS,BRITANNIA.NS,CANBK.NS,CIPLA.NS,COALINDIA.NS,COLPAL.NS,CUMMINSIND.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,EXIDEIND.NS,FSL.NS,GAIL.NS,GODREJCP.NS,GRASIM.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDPETRO.NS,HINDUNILVR.NS,HINDZINC.NS,ICICIBANK.NS,ICICIGI.NS,ICICIPRULI.NS,IDFCFIRSTB.NS,INDIACEM.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JINDALSTEL.NS,JSWSTEEL.NS,JUBLFOOD.NS,KOTAKBANK.NS,LT.NS,LUPIN.NS,M&M.NS,MANAPPURAM.NS,MARUTI.NS,MUTHOOTFIN.NS,NATIONALUM.NS,NESTLEIND.NS,NMDC.NS,NTPC.NS,ONGC.NS,PNB.NS,POWERGRID.NS,RBLBANK.NS,RELIANCE.NS,SAIL.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SUNPHARMA.NS,SYNGENE.NS,TATACONSUM.NS,TATAMOTORS.NS,TATAPOWER.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,VOLTAS.NS,WIPRO.NS
2022-01-03,1714.0140380859375,1346.9000244140625,723.5428466796875,101.30000305175781,375.6094055175781,4932.95751953125,3331.527099609375,693.3290405273438,3040.009521484375,1695.5546875,7127.1923828125,248.83653259277344,637.1254272460938,681.2972412109375,357.4801940917969,16313.732421875,167.965576171875,3451.341064453125,37.21161651611328,903.354248046875,119.1094970703125,1379.6607666015625,896.5576782226562,4514.4814453125,957.4287109375,2642.066650390625,166.392333984375,172.97837829589844,75.77237701416016,934.7533569335938,1634.586669921875,1380.90087890625,1162.12255859375,2312.601806640625,1465.145263671875,644.3607177734375,2197.2236328125,467.9494934082031,177.02830505371094,2250.23291015625,219.74118041992188,741.3682250976562,1377.932861328125,565.4500732421875,49.650001525878906,199.6089630126953,885.3560180664062,1764.71630859375,62.34339904785156,195.17288208007812,381.22772216796875,639.3341064453125,726.0101928710938,1819.857666015625,1862.6683349609375,931.2860107421875,798.6203002929688,154.8553466796875,7335.7138671875,1463.81298828125,87.11287689208984,1899.7698974609375,31.652753829956055,110.80215454101562,116.23971557617188,36.280086517333984,129.26763916015625,130.98187255859375,1109.3763427734375,100.91226196289062,1199.8828125,447.2290954589844,26880.251953125,818.1067504882812,609.7807006835938,729.09130859375,494.5278625488281,218.56893920898438,48.20724868774414,3584.571533203125,1622.1104736328125,2490.154052734375,7599.8046875,1215.446533203125,348.1290283203125
2022-01-04,1715.8604736328125,1366.699951171875,726.1458740234375,100.55000305175781,378.9578857421875,4907.3564453125,3367.447265625,706.0736083984375,3051.1875,1710.9462890625,7249.0126953125,250.95619201660156,643.7313232421875,687.3582153320312,359.106201171875,16247.4111328125,167.90032958984375,3471.280517578125,37.41085433959961,897.28662109375,117.34545135498047,1380.603271484375,903.4085083007812,4485.80029296875,953.9368896484375,2628.656005859375,166.09930419921875,170.8184356689453,76.55057525634766,927.0419311523438,1664.492431640625,1376.1380615234375,1168.5196533203125,2321.60400390625,1473.72607421875,646.9857177734375,2204.58740234375,466.0407409667969,177.6245574951172,2288.303466796875,227.26986694335938,749.2695922851562,1391.4208984375,569.1885375976562,49.29999923706055,199.70860290527344,877.689453125,1765.366943359375,62.95055389404297,196.197265625,383.549560546875,642.5449829101562,716.1362915039062,1847.9366455078125,1876.908447265625,918.5765380859375,800.59326171875,151.90135192871094,7439.25732421875,1457.0184326171875,86.22612762451172,1920.1502685546875,31.769725799560547,116.86988830566406,120.09947967529297,36.6142463684082,132.79881286621094,129.10719299316406,1134.4127197265625,100.68312072753906,1210.9947509765625,459.2933044433594,26590.900390625,807.2654418945312,615.5597534179688,720.1726684570312,486.5772705078125,221.40623474121094,48.475189208984375,3647.479248046875,1626.6546630859375,2548.51416015625,7527.4365234375,1227.5694580078125,349.48529052734375
2022-01-05,1712.3170166015625,1399.6500244140625,741.5184936523438,99.8499984741211,382.1122131347656,4915.90673828125,3433.1552734375,723.74658203125,3115.566650390625,1796.1119384765625,7572.6162109375,259.73052978515625,648.0806274414062,689.8713989257812,358.0714111328125,16350.9482421875,171.7068634033203,3491.554443359375,38.21684646606445,901.4611206054688,117.88233947753906,1381.87548828125,884.2357177734375,4424.41064453125,945.0494384765625,2700.178955078125,166.53884887695312,165.67135620117188,78.42398071289062,931.7762451171875,1718.6474609375,1374.9595947265625,1148.62744140625,2325.214111328125,1508.72412109375,647.3819580078125,2223.307373046875,465.30657958984375,187.4031524658203,2302.169189453125,228.232421875,764.005859375,1416.7843017578125,573.4752197265625,49.79999923706055,206.08653259277344,877.252685546875,1714.706298828125,64.71680450439453,196.4645233154297,401.5315246582031,665.6436157226562,722.7420654296875,1917.3116455078125,1887.6124267578125,918.281005859375,807.9558715820312,154.0245361328125,7580.87451171875,1457.2083740234375,87.3662338256836,1924.6588134765625,32.42477035522461,116.07843780517578,122.17154693603516,36.99613952636719,131.56922912597656,130.98187255859375,1139.719970703125,103.57025146484375,1210.2506103515625,467.7476806640625,26847.94140625,804.7598876953125,626.5198364257812,715.0553588867188,486.726318359375,218.66677856445312,49.69044494628906,3625.132568359375,1579.1673583984375,2541.75537109375,7536.48828125,1231.511962890625,345.6101989746094
2022-01-06,1709.97119140625,1409.800048828125,726.6861572265625,99.8499984741211,375.6579284667969,4907.20849609375,3421.327392578125,727.1318359375,3170.9013671875,1795.92236328125,7649.0751953125,260.7164306640625,640.572021484375,700.1209106445312,355.11505126953125,16296.423828125,172.18536376953125,3506.2470703125,38.48853302001953,895.1022338867188,118.61095428466797,1373.1573486328125,895.98681640625,4357.14794921875,934.9979858398438,2737.640625,166.9783935546875,166.4066619873047,80.03800201416016,926.4074096679688,1692.5782470703125,1361.358154296875,1125.974853515625,2297.598388671875,1484.5244140625,640.794677734375,2214.435302734375,468.9773254394531,187.31370544433594,2278.9169921875,227.88865661621094,761.0973510742188,1416.197509765625,573.2757568359375,49.79999923706055,207.3322296142578,894.4784545898438,1689.74755859375,64.71680450439453,194.81654357910156,398.0733947753906,645.9474487304688,711.2191772460938,1887.1378173828125,1864.2667236328125,909.512451171875,808.2926635742188,154.16299438476562,7684.95458984375,1457.06591796875,88.59081268310547,1896.8349609375,32.43647003173828,115.11112213134766,122.5372314453125,37.04387664794922,129.86666870117188,134.38592529296875,1115.21435546875,102.9744873046875,1196.1126708984375,467.082763671875,26170.59375,799.459716796875,624.2779541015625,707.1113891601562,485.8319091796875,223.50973510742188,49.08492660522461,3574.900390625,1537.8602294921875,2561.241943359375,7338.7177734375,1231.8077392578125,341.856201171875
2022-01-07,1695.9969482421875,1423.0999755859375,723.0516967773438,100.19999694824219,385.5577087402344,4963.9462890625,3481.3408203125,727.4304809570312,3147.060302734375,1772.9969482421875,7561.3134765625,267.22320556640625,648.9013061523438,694.5033569335938,353.29193115234375,16113.8798828125,172.35939025878906,3565.636962890625,38.45230484008789,888.063720703125,120.37494659423828,1385.4100341796875,897.7946166992188,4383.8876953125,928.8724365234375,2744.68603515625,165.70858764648438,167.09600830078125,80.4415054321289,934.7045288085938,1768.4249267578125,1343.828857421875,1130.926025390625,2288.737060546875,1494.93701171875,654.0681762695312,2217.185791015625,483.0731201171875,190.8018035888672,2302.502685546875,228.95436096191406,769.047119140625,1413.85205078125,581.998779296875,49.20000076293945,239.02252197265625,895.01220703125,1686.4942626953125,65.40675354003906,194.54931640625,401.7290954589844,644.8931274414062,747.68505859375,1899.4569091796875,1845.2802734375,902.517333984375,797.8504028320312,153.1014404296875,7708.2568359375,1449.986328125,93.48905181884766,1921.4825439453125,32.43647003173828,115.5068588256836,127.6158676147461,37.13935470581055,129.3937225341797,133.3005828857422,1124.213623046875,102.65370178222656,1207.8199462890625,466.6552734375,26681.810546875,798.8333129882812,629.1602172851562,717.4921264648438,487.57110595703125,224.83055114746094,48.96255874633789,3618.137451171875,1548.5391845703125,2538.3515625,7436.52099609375,1252.6038818359375,344.64141845703125
2022-01-10,1749.3990478515625,1438.9000244140625,725.7529296875,108.69999694824219,387.595947265625,5006.8466796875,3459.14599609375,739.57763671875,3186.57861328125,1777.1807861328125,7632.34228515625,270.131591796875,643.3211059570312,694.749755859375,352.9469909667969,16433.0234375,172.94667053222656,3595.164794921875,39.79261016845703,889.471435546875,123.25106048583984,1380.980224609375,905.9777221679688,4334.484375,927.0278930664062,2736.037353515625,167.36911010742188,167.1419677734375,82.22845458984375,908.8368530273438,1808.9549560546875,1327.330322265625,1128.7791748046875,2361.41015625,1503.228515625,656.6932983398438,2287.274169921875,482.4857482910156,194.707275390625,2293.830810546875,227.2010955810547,786.01318359375,1412.1417236328125,587.880615234375,49.79999923706055,249.23715209960938,893.653564453125,1720.3765869140625,66.06909942626953,198.91421508789062,399.4566650390625,644.17431640625,751.420166015625,1943.0467529296875,1891.9715576171875,924.4386596679688,810.3137817382812,156.1938934326172,7922.3642578125,1462.8626708984375,95.13587951660156,1902.6710205078125,32.740596771240234,115.94654846191406,128.67221069335938,38.52372360229492,128.6370086669922,139.1219940185547,1125.1365966796875,100.59146118164062,1219.4278564453125,478.4344482421875,26581.97265625,796.6651000976562,626.0216064453125,713.3983764648438,500.5902099609375,226.73837280273438,49.32966613769531,3642.8779296875,1559.5816650390625,2622.019287109375,7463.28369140625,1235.70068359375,335.9224548339844
2022-01-11,1840.532470703125,1567.949951171875,751.5376586914062,108.55000305175781,385.94598388671875,5000.71728515625,3444.78759765625,740.025634765625,3188.109130859375,1777.25048828125,7571.67919921875,273.4342956542969,645.16748046875,693.271484375,353.4397277832031,16307.837890625,170.16249084472656,3571.361328125,40.100521087646484,889.2286987304688,121.60211944580078,1370.9422607421875,927.5293579101562,4383.7421875,921.14892578125,2715.484619140625,166.24581909179688,168.33680725097656,81.73848724365234,893.2186279296875,1816.8741455078125,1333.4678955078125,1177.4580078125,2332.3408203125,1509.736572265625,651.9384765625,2278.534912109375,476.07415771484375,190.05648803710938,2290.5908203125,224.6571502685547,785.9163208007812,1394.3040771484375,581.3009643554688,49.29999923706055,243.20802307128906,890.8392333984375,1724.8846435546875,65.46195220947266,197.7116241455078,379.3504333496094,618.8712158203125,756.2577514648438,1931.9249267578125,1899.769775390625,932.0741577148438,809.784423828125,154.07069396972656,7940.15771484375,1449.4637451171875,91.58888244628906,1907.879638671875,31.921791076660156,116.34226989746094,130.78492736816406,38.14183044433594,128.54241943359375,141.09535217285156,1133.2359619140625,95.68791961669922,1223.694091796875,480.61932373046875,26674.21484375,802.1580810546875,627.7154541015625,719.9777221679688,498.20501708984375,228.05918884277344,47.692447662353516,3676.726318359375,1578.803955078125,2617.9248046875,7484.09375,1229.09716796875,336.2373352050781
2022-01-12,1826.757568359375,1647.550048828125,750.01513671875,119.4000015258789,386.1885986328125,4956.58154296875,3449.703857421875,743.6100463867188,3191.216796875,1790.81005859375,7674.98974609375,279.6453552246094,647.3831787109375,719.6343994140625,359.5496826171875,16419.533203125,169.09666442871094,3530.19384765625,40.345035552978516,879.76318359375,122.2156753540039,1366.0411376953125,926.9584350585938,4360.787109375,925.9132080078125,2736.426025390625,167.8086395263672,168.79637145996094,82.77605438232422,902.8823852539062,1843.5335693359375,1331.5040283203125,1184.906982421875,2336.138671875,1500.8182373046875,666.8959350585938,2298.27490234375,487.4290771484375,190.29498291015625,2299.643798828125,227.37298583984375,798.6166381835938,1394.8416748046875,586.4351196289062,49.5,247.64266967773438,913.7421875,1745.1956787109375,65.76551818847656,198.4242706298828,385.72320556640625,629.7496337890625,778.2306518554688,1951.6748046875,1912.4111328125,938.773681640625,847.4633178710938,157.11697387695312,7966.38525390625,1442.9541015625,93.99577331542969,1902.5841064453125,33.05642318725586,117.7052993774414,134.03524780273438,38.18956756591797,129.236083984375,147.80479431152344,1163.4871826171875,96.19200897216797,1239.568115234375,484.70404052734375,26355.51953125,805.8198852539062,623.9292602539062,717.4921264648438,504.1183166503906,232.60862731933594,48.407676696777344,3624.146484375,1572.7144775390625,2578.063720703125,7535.65283203125,1256.9405517578125,334.8810119628906
2022-01-13,1849.965087890625,1661.800048828125,758.5118408203125,116.44999694824219,384.7327575683594,4925.89013671875,3364.47802734375,737.4866943359375,3201.328369140625,1819.736083984375,7708.40625,290.3914489746094,641.6798706054688,721.211181640625,364.8712158203125,16411.560546875,171.6198272705078,3576.79931640625,40.81595230102539,897.0923461914062,126.3572998046875,1382.0640869140625,928.1477661132812,4455.08056640625,932.334716796875,2752.751953125,168.05284118652344,166.9581298828125,83.55426025390625,902.2967529296875,1826.6622314453125,1303.073974609375,1169.2208251953125,2319.916015625,1473.19580078125,664.0233764648438,2301.025634765625,496.77728271484375,191.84524536132812,2300.64453125,227.85427856445312,799.5376586914062,1378.128173828125,588.9273681640625,49.79999923706055,244.30421447753906,899.718994140625,1763.1826171875,66.86943054199219,199.4932403564453,408.25006103515625,659.2698974609375,778.4989013671875,1921.5010986328125,1955.2279052734375,944.7836303710938,862.3328247070312,156.47084045410156,7875.0283203125,1423.5684814453125,96.02262115478516,1903.288818359375,34.16766357421875,118.6726303100586,133.22265625,38.38051223754883,131.15933227539062,146.47276306152344,1170.04052734375,99.0333251953125,1248.794921875,485.74896240234375,26493.435546875,834.055419921875,631.1032104492188,711.7413940429688,508.7892761230469,239.995361328125,51.52809524536133,3659.82568359375,1562.1265869140625,2584.27978515625,7484.5859375,1252.554443359375,314.73052978515625
2022-01-14,1866.8343505859375,1697.949951171875,766.2717895507812,117.1500015258789,390.84735107421875,4916.697265625,3275.06689453125,718.5691528320312,3184.44482421875,1818.20849609375,7731.951171875,292.36322021484375,632.9813232421875,710.1732177734375,352.5035400390625,16495.8984375,173.33822631835938,3541.499267578125,41.23253631591797,894.6168212890625,126.3572998046875,1379.4720458984375,938.9949340820312,4480.8505859375,925.084716796875,2740.118896484375,169.85984802246094,163.6952667236328,83.17957305908203,896.8302612304688,1827.1051025390625,1320.7015380859375,1171.8056640625,2316.72802734375,1489.730712890625,665.113037109375,2279.82177734375,495.651611328125,193.7830810546875,2252.519775390625,226.8917236328125,794.98095703125,1383.5528564453125,589.2762451171875,49.20000076293945,253.87110900878906,892.8771362304688,1793.4395751953125,68.05613708496094,198.29066467285156,413.634765625,654.3339233398438,781.0715942382812,1933.3211669921875,1980.753173828125,937.7391967773438,848.0889892578125,155.9630889892578,7882.0,1411.0247802734375,95.89595031738281,1872.9500732421875,34.14427185058594,119.0243911743164,130.8661651611328,38.33277893066406,131.00167846679688,154.41554260253906,1171.748046875,99.17080688476562,1253.65625,482.899169921875,26713.578125,828.5143432617188,630.5053100585938,743.2247924804688,506.7519226074219,239.11480712890625,51.20951843261719,3725.78515625,1579.34912109375,2558.1337890625,7537.47216796875,1284.8824462890625,309.9108581542969
